タイトル,機関名,リポジトリ名,対象年,対象月,総件数,本文あり件数,DOI付与件数,embargoed access(全件数),metadata only access(全件数),restricted access(全件数),open access(全件数),abstract(全件数),fulltext(全件数),summary(全件数),thumbnail(全件数),dataset,software,other(objectType)(全件数),conference paper(全件数),data paper(全件数),departmental bulletin paper(全件数),editorial(全件数),journal article(全件数),periodical(全件数),review article(全件数),article(全件数),book(全件数),book part(全件数),cartographic material(全件数),map(全件数),conference object(全件数),conference proceedings(全件数),conference poster(全件数),dataset(全件数),image(全件数),still image(全件数),moving image(全件数),video(全件数),lecture(全件数),patent(全件数),internal report(全件数),report(全件数),research report(全件数),technical report(全件数),policy report(全件数),report part(全件数),working paper(全件数),sound(全件数),thesis(全件数),bachelor thesis(全件数),master thesis(全件数),doctoral thesis(全件数),interactive resource(全件数),learning object(全件数),musical notation(全件数),research proposal(全件数),software(全件数),technical documentation(全件数),workflow(全件数),data management plan(全件数),interview(全件数),manuscript(全件数),newspaper(全件数),software paper(全件数),other(全件数),embargoed access(本文あり),metadata only access(本文あり),restricted access(本文あり),open access(本文あり),abstract(本文あり),fulltext(本文あり),summary(本文あり),thumbnail(本文あり),dataset(本文あり),software(本文あり),other(objectType)(本文あり),conference paper(本文あり),data paper(本文あり),departmental bulletin paper(本文あり),editorial(本文あり),journal article(本文あり),periodical(本文あり),review article(本文あり),article(本文あり),book(本文あり),book part(本文あり),cartographic material(本文あり),map(本文あり),conference object(本文あり),conference proceedings(本文あり),conference poster(本文あり),dataset(本文あり),image(本文あり),still image(本文あり),moving image(本文あり),video(本文あり),lecture(本文あり),patent(本文あり),internal report(本文あり),report(本文あり),research report(本文あり),technical report(本文あり),policy report(本文あり),report part(本文あり),working paper(本文あり),sound(本文あり),thesis(本文あり),bachelor thesis(本文あり),master thesis(本文あり),doctoral thesis(本文あり),interactive resource(本文あり),learning object(本文あり),musical notation(本文あり),research proposal(本文あり),software(本文あり),technical documentation(本文あり),workflow(本文あり),data management plan(本文あり),interview(本文あり),manuscript(本文あり),newspaper(本文あり),software paper(本文あり),other(本文あり)
2023年01月,作新学院大学,作新学院大学学術機関リポジトリ,2023,1,1314,1072,387,0,242,0,10,0,10,0,0,0,0,0,0,0,713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,10,0,10,0,0,0,0,0,0,0,487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,573
2023年01月,佐久大学,佐久大学機関リポジトリ,2023,1,268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2023年01月,埼玉女子短期大学,埼玉女子短期大学学術情報リポジトリ,2023,1,521,521,164,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,埼玉大学,埼玉大学学術情報発信システム（SUCRA）,2023,1,9708,9049,3627,0,1,0,294,0,294,0,0,0,0,0,119,0,3399,0,2455,0,0,15,36,0,0,0,173,0,0,43,0,0,0,0,0,0,0,0,1364,30,0,0,0,0,1158,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,294,0,294,0,0,0,0,0,119,0,3399,0,2455,0,0,15,36,0,0,0,173,0,0,43,0,0,0,0,0,0,0,0,1364,30,0,0,0,0,500,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,621
2023年01月,埼玉東萌短期大学,埼玉東萌短期大学学術機関リポジトリ,2023,1,174,174,152,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2023年01月,埼玉県立大学,埼玉県立大学機関リポジトリ,2023,1,138,126,12,0,0,0,11,0,11,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,11,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6
2023年01月,埼玉医科大学,埼玉医科大学リポジトリ,2023,1,637,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,埼玉工業大学,埼玉工業大学学術研究成果コレクション,2023,1,385,384,0,0,1,0,44,0,44,0,0,0,0,0,0,0,332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,44,0,44,0,0,0,0,0,0,0,331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,7
2023年01月,埼玉学園大学,埼玉学園大学・川口短期大学機関リポジトリ,2023,1,1184,1182,0,0,2,0,4,0,4,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,4,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20
2023年01月,相模女子大学,相模女子大学リポジトリ,2023,1,648,648,0,0,0,0,2,0,2,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,2,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13
2023年01月,佐賀大学,佐賀大学機関リポジトリ,2023,1,11741,4897,374,0,6819,0,0,0,0,0,0,0,0,0,0,0,8031,0,1700,0,0,1,273,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4107,0,543,0,0,1,8,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,流通経済大学,流通経済大学学術情報リポジトリ,2023,1,5567,5559,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5545,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5537,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,琉球医学会,沖縄地域学リポジトリ,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,龍谷大学,龍谷大学学術機関リポジトリ　R-SHIP,2023,1,9868,9838,1339,0,22,0,105,0,105,0,0,0,0,0,3,0,6847,0,401,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,601,0,0,0,0,104,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1413,0,0,0,105,0,105,0,0,0,0,0,3,0,6840,0,401,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,601,0,0,0,0,83,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1412
2023年01月,了德寺大学,了德寺大学学術機関リポジトリ,2023,1,407,407,290,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2023年01月,立命館大学,立命館学術成果リポジトリ,2023,1,17309,14001,12913,0,2390,0,608,0,608,0,0,0,0,0,162,0,10708,0,1052,0,0,1006,10,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,2112,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,608,0,608,0,0,0,0,0,162,0,9205,0,1029,0,0,967,10,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,446,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,1284
2023年01月,立正大学,立正大学学術機関リポジトリ,2023,1,9119,8515,122,0,592,0,32,0,32,0,0,0,0,0,0,0,6124,0,36,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2904,0,0,0,32,0,32,0,0,0,0,0,0,0,5639,0,36,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2797
2023年01月,立教大学,立教大学学術リポジトリ （立教Roots）,2023,1,20285,16760,10007,0,3417,0,214,0,214,0,0,0,0,0,0,0,18798,0,41,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,108,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,214,0,214,0,0,0,0,0,0,0,15382,0,41,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,584
2023年01月,人間文化研究機構総合地球環境学研究所,総合地球環境学研究所学術情報リポジトリ,2023,1,3432,2762,233,0,670,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,254,2147,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254,2048,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
2023年01月,麗澤大学,麗澤大学学術リポジトリ,2023,1,1103,1100,626,0,1,0,18,0,18,0,0,0,0,0,0,0,847,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,18,0,18,0,0,0,0,0,0,0,846,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,230
2023年01月,酪農学園大学,酪農学園大学学術研究コレクション,2023,1,6723,3212,0,0,3488,0,108,0,108,0,0,0,0,0,46,0,1582,0,4024,0,0,55,477,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,109,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,108,0,108,0,0,0,0,0,2,0,959,0,1719,0,0,22,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,86,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,273
2023年01月,熊本県立大学,熊本県立大学学術リポジトリ,2023,1,1686,1682,0,0,3,0,39,0,39,0,0,0,0,0,31,0,1147,0,1,0,0,17,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,39,0,39,0,0,0,0,0,31,0,1144,0,1,0,0,17,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,425
2023年01月,県立広島大学,広島県大学共同リポジトリ,2023,1,1472,1459,0,0,1,0,41,0,41,0,0,0,0,0,72,0,903,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,41,0,41,0,0,0,0,0,72,0,903,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,373
2023年01月,大妻女子大学,大妻女子大学学術情報リポジトリ,2023,1,5124,2573,0,0,2548,0,6,0,6,0,0,0,0,0,1,0,4763,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,6,0,6,0,0,0,0,0,1,0,2277,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,286
2023年01月,追手門学院大学,追手門学院大学機関リポジトリ,2023,1,4993,2885,0,0,2099,0,9,0,9,0,0,0,0,0,0,0,4451,0,1,0,0,13,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,9,0,9,0,0,0,0,0,0,0,2546,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,308
2023年01月,大手前大学,大手前大学・大手前短期大学リポジトリ,2023,1,1561,1462,0,0,99,0,10,0,10,0,0,0,0,0,12,0,1353,0,0,0,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,10,0,10,0,0,0,0,0,12,0,1353,0,0,0,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,小樽商科大学,小樽商科大学学術成果コレクション,2023,1,5448,5432,0,0,0,0,9,0,9,0,0,0,0,0,70,0,3791,0,926,0,0,233,171,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,162,0,0,0,0,20,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,9,0,9,0,0,0,0,0,70,0,3791,0,926,0,0,233,171,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,162,0,0,0,0,4,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,31
2023年01月,大谷大学,大谷大学学術情報リポジトリ,2023,1,9429,9394,19,0,34,0,49,0,49,0,0,0,0,0,15,0,7083,0,15,0,0,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2065,0,0,0,49,0,49,0,0,0,0,0,0,0,7081,0,15,0,0,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2064
2023年01月,大島商船高等専門学校,大島商船高等専門学校リポジトリ,2023,1,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,大阪観光大学,大阪観光大学学術リポジトリ,2023,1,235,235,202,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,大阪医科薬科大学,大阪医科薬科大学リポジトリ,2023,1,217,217,0,0,0,0,38,0,38,0,0,0,0,0,0,0,161,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,38,0,38,0,0,0,0,0,0,0,161,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6
2023年01月,大阪経済大学,大阪経済大学機関リポジトリ,2023,1,4388,1564,0,0,2824,0,7,0,7,0,0,0,0,0,0,0,4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,大阪商業大学,大阪商業大学学術情報リポジトリ,2023,1,986,859,0,0,127,0,0,0,0,0,0,0,0,0,0,0,681,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2023年01月,大阪大学,大阪大学学術情報庫　桜華,2023,1,84161,82596,21915,48,1553,7,82552,31872,57023,1,0,0,0,13,305,0,25417,0,14058,3,0,890,320,0,0,97,134,0,0,86,0,0,0,0,0,0,0,17,508,1581,0,0,0,0,0,0,1,31875,0,91,0,0,0,0,0,0,0,0,0,0,8778,48,1,7,82539,31872,57023,1,0,0,0,13,304,0,25414,0,14052,3,0,889,320,0,0,97,134,0,0,86,0,0,0,0,0,0,0,17,508,98,0,0,0,0,0,0,1,31875,0,33,0,0,0,0,0,0,0,0,0,0,8765
2023年01月,大阪樟蔭女子大学,大阪樟蔭女子大学リポジトリ,2023,1,1683,1526,0,0,157,0,0,0,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2023年01月,大阪産業大学,大阪産業大学リポジトリ,2023,1,2341,2339,0,0,2,0,15,0,15,0,0,0,0,0,0,0,2094,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,15,0,15,0,0,0,0,0,0,0,2092,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,217
2023年01月,大阪公立大学,大阪公立大学　学術機関リポジトリ,2023,1,12696,12539,9100,0,0,0,660,0,660,0,0,0,0,0,19,0,8186,0,443,0,0,136,39,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,255,0,0,660,0,131,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,660,0,660,0,0,0,0,0,19,0,8186,0,443,0,0,136,39,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,98,0,0,660,0,131,0,0,0,0,0,0,0,0,0,0,2800
2023年01月,大阪大谷大学,大阪大谷大学機関リポジトリ,2023,1,440,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2023年01月,大阪市立自然史博物館,大阪市立自然史博物館学術リポジトリ,2023,1,1644,298,197,0,1346,0,0,0,0,0,0,0,0,0,47,0,487,0,949,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,47,0,55,0,48,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2023年01月,大阪教育大学,大阪教育大学リポジトリ,2023,1,27112,10536,2080,0,16576,0,0,0,0,0,0,0,0,0,0,0,18994,0,962,0,0,101,525,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,418,4,0,0,0,0,61,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,5827,0,0,0,0,0,0,0,0,0,0,0,0,0,6686,0,901,0,0,100,501,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,335,4,0,0,0,0,41,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,1749
2023年01月,大阪女学院大学,大阪女学院　学術機関リポジトリ,2023,1,2835,2301,0,0,534,0,0,0,0,0,0,0,0,0,0,0,561,0,248,0,0,572,323,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,21,0,0,538,281,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,591
2023年01月,大阪工業大学,大阪工業大学学術機関リポジトリ,2023,1,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,大阪学院大学,大阪学院大学学術機関リポジトリ,2023,1,343,343,336,0,0,0,1,0,1,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2023年01月,大阪電気通信大学,大阪電気通信大学学術リポジトリ,2023,1,258,258,1,0,0,0,35,0,35,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,35,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1
2023年01月,大阪歯科大学,大阪歯科大学学術リポジトリ,2023,1,297,297,0,0,0,0,297,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,大阪市立大学,大阪市立大学学術機関リポジトリ,2023,1,22045,17553,6047,0,0,0,601,0,601,0,0,0,0,0,30,0,13168,0,1010,0,0,632,305,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,77,60,0,0,0,0,5085,0,0,601,0,342,0,0,1,0,0,0,0,0,0,0,720,0,0,0,601,0,601,0,0,0,0,0,30,0,13168,0,1010,0,0,632,305,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,77,60,0,0,0,0,593,0,0,601,0,342,0,0,1,0,0,0,0,0,0,0,720
